Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Flagged),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Custom field (Start date),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Status Category,Status Category Changed
test,SCRUM-3,10008,Task,In Progress,SCRUM,TracePA,software,way2kab,712020:facc0838-e9ef-4d44-bcc0-9b1133565a85,,Medium,,H Sriharsha,712020:770092dd-1bfe-4135-a257-e450b3a6f540,way2kab,712020:facc0838-e9ef-4d44-bcc0-9b1133565a85,way2kab,712020:facc0838-e9ef-4d44-bcc0-9b1133565a85,24/Apr/25 12:21 PM,24/Apr/25 12:33 PM,24/Apr/25 12:37 PM,,,0,test,,H Sriharsha,way2kab,712020:770092dd-1bfe-4135-a257-e450b3a6f540,712020:facc0838-e9ef-4d44-bcc0-9b1133565a85,,,,,,,,,,,,,,,,,,Impediment,,,,,,,,0|i00013:,,,,,,,,,,,2025-04-24 06:52:31.48,,24/Apr/25 12:22 PM;712020:770092dd-1bfe-4135-a257-e450b3a6f540;ok,"24/Apr/25 12:28 PM;712020:770092dd-1bfe-4135-a257-e450b3a6f540;(flag) Flag added 

In Progress",24/Apr/25 12:29 PM;712020:770092dd-1bfe-4135-a257-e450b3a6f540;Just providing a quick status update on this: I've marked the task as In Progress and will continue working on it.,24/Apr/25 12:33 PM;712020:facc0838-e9ef-4d44-bcc0-9b1133565a85;[~accountid:712020:770092dd-1bfe-4135-a257-e450b3a6f540] ,In Progress,24/Apr/25 12:33 PM
